Position,Streams,Date,Region,Track ID
7,2953436,2017-03-26,global,0KKkJNfGyhkQ5aFogxQAPU
11,2511816,2017-03-26,global,3NdDpSvN911VPGivFlV5d0
1,6668249,2017-03-27,global,7qiZfU4dY1lWllzX7mPBI3
3,3975366,2017-03-27,global,3eR23VReFzcdmS7TYCrhCe
4,3737358,2017-03-27,global,6RUKPb4LETWmmr3iAEQktW
7,3127745,2017-03-27,global,0KKkJNfGyhkQ5aFogxQAPU
8,3070771,2017-03-27,global,4aWmUDTfIPGksMNLV2rQP2
11,2632660,2017-03-27,global,3NdDpSvN911VPGivFlV5d0
1,6681485,2017-03-28,global,7qiZfU4dY1lWllzX7mPBI3
3,4053140,2017-03-28,global,3eR23VReFzcdmS7TYCrhCe
4,3848681,2017-03-28,global,6RUKPb4LETWmmr3iAEQktW
7,3238672,2017-03-28,global,0KKkJNfGyhkQ5aFogxQAPU
8,3151490,2017-03-28,global,4aWmUDTfIPGksMNLV2rQP2
11,2668961,2017-03-28,global,3NdDpSvN911VPGivFlV5d0
1,6670212,2017-03-29,global,7qiZfU4dY1lWllzX7mPBI3
3,4101841,2017-03-29,global,3eR23VReFzcdmS7TYCrhCe
4,3864901,2017-03-29,global,6RUKPb4LETWmmr3iAEQktW
7,3290404,2017-03-29,global,0KKkJNfGyhkQ5aFogxQAPU
8,3200522,2017-03-29,global,4aWmUDTfIPGksMNLV2rQP2
11,2702477,2017-03-29,global,3NdDpSvN911VPGivFlV5d0
1,6645957,2017-03-30,global,7qiZfU4dY1lWllzX7mPBI3
3,4099577,2017-03-30,global,3eR23VReFzcdmS7TYCrhCe
4,3862951,2017-03-30,global,6RUKPb4LETWmmr3iAEQktW
6,3298986,2017-03-30,global,0KKkJNfGyhkQ5aFogxQAPU
8,3248614,2017-03-30,global,4aWmUDTfIPGksMNLV2rQP2
11,2678745,2017-03-30,global,3NdDpSvN911VPGivFlV5d0
1,6935206,2017-03-31,global,7qiZfU4dY1lWllzX7mPBI3
3,4206875,2017-03-31,global,3eR23VReFzcdmS7TYCrhCe
4,4054795,2017-03-31,global,6RUKPb4LETWmmr3iAEQktW
5,3435277,2017-03-31,global,0KKkJNfGyhkQ5aFogxQAPU
7,3409056,2017-03-31,global,4aWmUDTfIPGksMNLV2rQP2
11,2835013,2017-03-31,global,7KXjTSCq5nL1LoYtL7XAwS
15,2715807,2017-03-31,global,3NdDpSvN911VPGivFlV5d0
1,6815498,2017-04-01,global,7qiZfU4dY1lWllzX7mPBI3
3,4102670,2017-04-01,global,3eR23VReFzcdmS7TYCrhCe
4,3890316,2017-04-01,global,6RUKPb4LETWmmr3iAEQktW
5,3456893,2017-04-01,global,4aWmUDTfIPGksMNLV2rQP2
6,3419965,2017-04-01,global,0KKkJNfGyhkQ5aFogxQAPU
10,3135995,2017-04-01,global,7KXjTSCq5nL1LoYtL7XAwS
15,2577384,2017-04-01,global,3NdDpSvN911VPGivFlV5d0
1,5983149,2017-04-02,global,7qiZfU4dY1lWllzX7mPBI3
3,3632878,2017-04-02,global,3eR23VReFzcdmS7TYCrhCe
4,3466544,2017-04-02,global,6RUKPb4LETWmmr3iAEQktW
5,3075581,2017-04-02,global,0KKkJNfGyhkQ5aFogxQAPU
6,3003820,2017-04-02,global,7KXjTSCq5nL1LoYtL7XAwS
9,2926285,2017-04-02,global,4aWmUDTfIPGksMNLV2rQP2
15,2287565,2017-04-02,global,3NdDpSvN911VPGivFlV5d0
1,6155248,2017-04-03,global,7qiZfU4dY1lWllzX7mPBI3
3,3890502,2017-04-03,global,3eR23VReFzcdmS7TYCrhCe
4,3796302,2017-04-03,global,7KXjTSCq5nL1LoYtL7XAwS
5,3713688,2017-04-03,global,6RUKPb4LETWmmr3iAEQktW
6,3235496,2017-04-03,global,0KKkJNfGyhkQ5aFogxQAPU
10,2860438,2017-04-03,global,4aWmUDTfIPGksMNLV2rQP2
15,2406045,2017-04-03,global,3NdDpSvN911VPGivFlV5d0
1,6184460,2017-04-04,global,7qiZfU4dY1lWllzX7mPBI3
2,3973790,2017-04-04,global,7KXjTSCq5nL1LoYtL7XAwS
3,3944702,2017-04-04,global,3eR23VReFzcdmS7TYCrhCe
5,3780838,2017-04-04,global,6RUKPb4LETWmmr3iAEQktW
6,3289521,2017-04-04,global,0KKkJNfGyhkQ5aFogxQAPU
10,2950069,2017-04-04,global,4aWmUDTfIPGksMNLV2rQP2
16,2309649,2017-04-04,global,3NdDpSvN911VPGivFlV5d0
1,6142684,2017-04-05,global,7qiZfU4dY1lWllzX7mPBI3
2,3945157,2017-04-05,global,3eR23VReFzcdmS7TYCrhCe
3,3933024,2017-04-05,global,7KXjTSCq5nL1LoYtL7XAwS
5,3790119,2017-04-05,global,6RUKPb4LETWmmr3iAEQktW
6,3349456,2017-04-05,global,0KKkJNfGyhkQ5aFogxQAPU
10,2953054,2017-04-05,global,4aWmUDTfIPGksMNLV2rQP2
16,2272892,2017-04-05,global,3NdDpSvN911VPGivFlV5d0
1,6121652,2017-04-06,global,7qiZfU4dY1lWllzX7mPBI3
2,3958963,2017-04-06,global,3eR23VReFzcdmS7TYCrhCe
3,3865830,2017-04-06,global,7KXjTSCq5nL1LoYtL7XAwS
5,3797881,2017-04-06,global,6RUKPb4LETWmmr3iAEQktW
7,3324676,2017-04-06,global,0KKkJNfGyhkQ5aFogxQAPU
9,2994396,2017-04-06,global,4aWmUDTfIPGksMNLV2rQP2
16,2242811,2017-04-06,global,3NdDpSvN911VPGivFlV5d0
1,6527529,2017-04-07,global,7qiZfU4dY1lWllzX7mPBI3
2,4872592,2017-04-07,global,6RUKPb4LETWmmr3iAEQktW
3,4139668,2017-04-07,global,3eR23VReFzcdmS7TYCrhCe
5,4033799,2017-04-07,global,7KXjTSCq5nL1LoYtL7XAwS
7,3476281,2017-04-07,global,0KKkJNfGyhkQ5aFogxQAPU
10,3287686,2017-04-07,global,4aWmUDTfIPGksMNLV2rQP2
19,2281633,2017-04-07,global,3NdDpSvN911VPGivFlV5d0
1,6413787,2017-04-08,global,7qiZfU4dY1lWllzX7mPBI3
2,4671355,2017-04-08,global,6RUKPb4LETWmmr3iAEQktW
3,3964826,2017-04-08,global,3eR23VReFzcdmS7TYCrhCe
5,3650616,2017-04-08,global,7KXjTSCq5nL1LoYtL7XAwS
7,3487450,2017-04-08,global,0KKkJNfGyhkQ5aFogxQAPU
8,3347136,2017-04-08,global,4aWmUDTfIPGksMNLV2rQP2
20,2165010,2017-04-08,global,3NdDpSvN911VPGivFlV5d0
1,5651069,2017-04-09,global,7qiZfU4dY1lWllzX7mPBI3
2,4042485,2017-04-09,global,6RUKPb4LETWmmr3iAEQktW
3,3520474,2017-04-09,global,3eR23VReFzcdmS7TYCrhCe
6,3212826,2017-04-09,global,7KXjTSCq5nL1LoYtL7XAwS
7,3107926,2017-04-09,global,0KKkJNfGyhkQ5aFogxQAPU
9,2856657,2017-04-09,global,4aWmUDTfIPGksMNLV2rQP2
20,1915788,2017-04-09,global,3NdDpSvN911VPGivFlV5d0
1,5915537,2017-04-10,global,7qiZfU4dY1lWllzX7mPBI3
2,4343539,2017-04-10,global,6RUKPb4LETWmmr3iAEQktW
3,3759057,2017-04-10,global,3eR23VReFzcdmS7TYCrhCe
6,3587174,2017-04-10,global,7KXjTSCq5nL1LoYtL7XAwS
7,3272450,2017-04-10,global,0KKkJNfGyhkQ5aFogxQAPU
11,2901437,2017-04-10,global,4aWmUDTfIPGksMNLV2rQP2
20,2061612,2017-04-10,global,3NdDpSvN911VPGivFlV5d0
1,5874544,2017-04-11,global,7qiZfU4dY1lWllzX7mPBI3
2,4299567,2017-04-11,global,6RUKPb4LETWmmr3iAEQktW
3,3748792,2017-04-11,global,3eR23VReFzcdmS7TYCrhCe
4,3740447,2017-04-11,global,7KXjTSCq5nL1LoYtL7XAwS
7,3294561,2017-04-11,global,0KKkJNfGyhkQ5aFogxQAPU
11,2958846,2017-04-11,global,4aWmUDTfIPGksMNLV2rQP2
19,2059282,2017-04-11,global,3NdDpSvN911VPGivFlV5d0
1,5864254,2017-04-12,global,7qiZfU4dY1lWllzX7mPBI3
2,4299214,2017-04-12,global,6RUKPb4LETWmmr3iAEQktW
3,3783416,2017-04-12,global,3eR23VReFzcdmS7TYCrhCe
4,3754509,2017-04-12,global,7KXjTSCq5nL1LoYtL7XAwS
7,3343498,2017-04-12,global,0KKkJNfGyhkQ5aFogxQAPU
10,3040703,2017-04-12,global,4aWmUDTfIPGksMNLV2rQP2
18,2080946,2017-04-12,global,3NdDpSvN911VPGivFlV5d0
1,5985290,2017-04-13,global,7qiZfU4dY1lWllzX7mPBI3
2,4280776,2017-04-13,global,6RUKPb4LETWmmr3iAEQktW
3,3816060,2017-04-13,global,3eR23VReFzcdmS7TYCrhCe
4,3793197,2017-04-13,global,7KXjTSCq5nL1LoYtL7XAwS
7,3351881,2017-04-13,global,0KKkJNfGyhkQ5aFogxQAPU
9,3180588,2017-04-13,global,4aWmUDTfIPGksMNLV2rQP2
19,2071136,2017-04-13,global,3NdDpSvN911VPGivFlV5d0
1,6577558,2017-04-14,global,7KXjTSCq5nL1LoYtL7XAwS
2,5726828,2017-04-14,global,7qiZfU4dY1lWllzX7mPBI3
6,4027515,2017-04-14,global,6RUKPb4LETWmmr3iAEQktW
9,3615319,2017-04-14,global,3eR23VReFzcdmS7TYCrhCe
13,3237193,2017-04-14,global,0KKkJNfGyhkQ5aFogxQAPU
19,2938725,2017-04-14,global,4aWmUDTfIPGksMNLV2rQP2
34,1926774,2017-04-14,global,3NdDpSvN911VPGivFlV5d0
1,5985290,2017-04-15,global,7KXjTSCq5nL1LoYtL7XAwS
2,5525951,2017-04-15,global,7qiZfU4dY1lWllzX7mPBI3
4,3728319,2017-04-15,global,6RUKPb4LETWmmr3iAEQktW
6,3418153,2017-04-15,global,3eR23VReFzcdmS7TYCrhCe
10,3077756,2017-04-15,global,0KKkJNfGyhkQ5aFogxQAPU
12,2839431,2017-04-15,global,4aWmUDTfIPGksMNLV2rQP2
35,1766329,2017-04-15,global,3NdDpSvN911VPGivFlV5d0
1,5023778,2017-04-16,global,7KXjTSCq5nL1LoYtL7XAwS
2,5009330,2017-04-16,global,7qiZfU4dY1lWllzX7mPBI3
4,3359262,2017-04-16,global,6RUKPb4LETWmmr3iAEQktW
5,3097291,2017-04-16,global,3eR23VReFzcdmS7TYCrhCe
8,2808350,2017-04-16,global,0KKkJNfGyhkQ5aFogxQAPU
12,2583409,2017-04-16,global,4aWmUDTfIPGksMNLV2rQP2
29,1604503,2017-04-16,global,3NdDpSvN911VPGivFlV5d0
1,5654803,2017-04-17,global,7KXjTSCq5nL1LoYtL7XAwS
2,5387938,2017-04-17,global,7qiZfU4dY1lWllzX7mPBI3
4,3744117,2017-04-17,global,6RUKPb4LETWmmr3iAEQktW
5,3429400,2017-04-17,global,3eR23VReFzcdmS7TYCrhCe
8,3074620,2017-04-17,global,0KKkJNfGyhkQ5aFogxQAPU
12,2824378,2017-04-17,global,4aWmUDTfIPGksMNLV2rQP2
18,2333957,2017-04-17,global,5CtI0qwDJkDQGwXD1H1cLb
32,1771773,2017-04-17,global,3NdDpSvN911VPGivFlV5d0
1,5987712,2017-04-18,global,7KXjTSCq5nL1LoYtL7XAwS
2,5507119,2017-04-18,global,7qiZfU4dY1lWllzX7mPBI3
4,4087706,2017-04-18,global,5CtI0qwDJkDQGwXD1H1cLb
5,3863631,2017-04-18,global,6RUKPb4LETWmmr3iAEQktW
6,3584662,2017-04-18,global,3eR23VReFzcdmS7TYCrhCe
9,3190481,2017-04-18,global,0KKkJNfGyhkQ5aFogxQAPU
14,2853238,2017-04-18,global,4aWmUDTfIPGksMNLV2rQP2
33,1822440,2017-04-18,global,3NdDpSvN911VPGivFlV5d0
1,5824010,2017-04-19,global,7KXjTSCq5nL1LoYtL7XAwS
2,5387974,2017-04-19,global,7qiZfU4dY1lWllzX7mPBI3
3,4482789,2017-04-19,global,5CtI0qwDJkDQGwXD1H1cLb
5,3808021,2017-04-19,global,6RUKPb4LETWmmr3iAEQktW
6,3554612,2017-04-19,global,3eR23VReFzcdmS7TYCrhCe
9,3165358,2017-04-19,global,0KKkJNfGyhkQ5aFogxQAPU
14,2802260,2017-04-19,global,4aWmUDTfIPGksMNLV2rQP2
32,1812450,2017-04-19,global,3NdDpSvN911VPGivFlV5d0
1,5594536,2017-04-20,global,7KXjTSCq5nL1LoYtL7XAwS
2,5418445,2017-04-20,global,7qiZfU4dY1lWllzX7mPBI3
3,4916383,2017-04-20,global,5CtI0qwDJkDQGwXD1H1cLb
5,3792579,2017-04-20,global,6RUKPb4LETWmmr3iAEQktW
6,3541217,2017-04-20,global,3eR23VReFzcdmS7TYCrhCe
10,3166385,2017-04-20,global,0KKkJNfGyhkQ5aFogxQAPU
12,2905459,2017-04-20,global,4aWmUDTfIPGksMNLV2rQP2
30,1826560,2017-04-20,global,3NdDpSvN911VPGivFlV5d0
1,5927608,2017-04-21,global,5CtI0qwDJkDQGwXD1H1cLb
2,5685266,2017-04-21,global,7KXjTSCq5nL1LoYtL7XAwS
3,5667250,2017-04-21,global,7qiZfU4dY1lWllzX7mPBI3
5,3912831,2017-04-21,global,6RUKPb4LETWmmr3iAEQktW
7,3583090,2017-04-21,global,3eR23VReFzcdmS7TYCrhCe
9,3264797,2017-04-21,global,0KKkJNfGyhkQ5aFogxQAPU
12,3131794,2017-04-21,global,4aWmUDTfIPGksMNLV2rQP2
31,1860054,2017-04-21,global,3NdDpSvN911VPGivFlV5d0
97,848517,2017-04-21,global,4iLqG9SeJSnt0cSPICSjxv
1,5727933,2017-04-22,global,5CtI0qwDJkDQGwXD1H1cLb
2,5622571,2017-04-22,global,7qiZfU4dY1lWllzX7mPBI3
3,5140519,2017-04-22,global,7KXjTSCq5nL1LoYtL7XAwS
4,3727966,2017-04-22,global,6RUKPb4LETWmmr3iAEQktW
6,3493795,2017-04-22,global,3eR23VReFzcdmS7TYCrhCe
9,3206176,2017-04-22,global,0KKkJNfGyhkQ5aFogxQAPU
10,3169272,2017-04-22,global,4aWmUDTfIPGksMNLV2rQP2
30,1787563,2017-04-22,global,3NdDpSvN911VPGivFlV5d0
143,577386,2017-04-22,global,4iLqG9SeJSnt0cSPICSjxv
1,5137949,2017-04-23,global,5CtI0qwDJkDQGwXD1H1cLb
2,4876491,2017-04-23,global,7qiZfU4dY1lWllzX7mPBI3
3,4449609,2017-04-23,global,7KXjTSCq5nL1LoYtL7XAwS
4,3252105,2017-04-23,global,6RUKPb4LETWmmr3iAEQktW
6,3033753,2017-04-23,global,3eR23VReFzcdmS7TYCrhCe
10,2815594,2017-04-23,global,0KKkJNfGyhkQ5aFogxQAPU
12,2678676,2017-04-23,global,4aWmUDTfIPGksMNLV2rQP2
29,1579803,2017-04-23,global,3NdDpSvN911VPGivFlV5d0
137,537699,2017-04-23,global,4iLqG9SeJSnt0cSPICSjxv
1,5837415,2017-04-24,global,5CtI0qwDJkDQGwXD1H1cLb
2,5118118,2017-04-24,global,7qiZfU4dY1lWllzX7mPBI3
3,5069477,2017-04-24,global,7KXjTSCq5nL1LoYtL7XAwS
4,3557569,2017-04-24,global,6RUKPb4LETWmmr3iAEQktW
7,3305851,2017-04-24,global,3eR23VReFzcdmS7TYCrhCe
10,2966964,2017-04-24,global,0KKkJNfGyhkQ5aFogxQAPU
12,2774047,2017-04-24,global,4aWmUDTfIPGksMNLV2rQP2
29,1707351,2017-04-24,global,3NdDpSvN911VPGivFlV5d0
100,774273,2017-04-24,global,4iLqG9SeJSnt0cSPICSjxv
1,6096586,2017-04-25,global,5CtI0qwDJkDQGwXD1H1cLb
2,5213241,2017-04-25,global,7qiZfU4dY1lWllzX7mPBI3
3,5081681,2017-04-25,global,7KXjTSCq5nL1LoYtL7XAwS
4,3610832,2017-04-25,global,6RUKPb4LETWmmr3iAEQktW
5,3389517,2017-04-25,global,3eR23VReFzcdmS7TYCrhCe
10,3036332,2017-04-25,global,0KKkJNfGyhkQ5aFogxQAPU
12,2817325,2017-04-25,global,4aWmUDTfIPGksMNLV2rQP2
29,1747952,2017-04-25,global,3NdDpSvN911VPGivFlV5d0
79,932760,2017-04-25,global,4iLqG9SeJSnt0cSPICSjxv
1,6214069,2017-04-26,global,5CtI0qwDJkDQGwXD1H1cLb
2,5246686,2017-04-26,global,7qiZfU4dY1lWllzX7mPBI3
3,5076394,2017-04-26,global,7KXjTSCq5nL1LoYtL7XAwS
4,3629554,2017-04-26,global,6RUKPb4LETWmmr3iAEQktW
5,3454492,2017-04-26,global,3eR23VReFzcdmS7TYCrhCe
10,3060185,2017-04-26,global,0KKkJNfGyhkQ5aFogxQAPU
12,2829870,2017-04-26,global,4aWmUDTfIPGksMNLV2rQP2
28,1763662,2017-04-26,global,3NdDpSvN911VPGivFlV5d0
51,1286497,2017-04-26,global,4iLqG9SeJSnt0cSPICSjxv
1,6229728,2017-04-27,global,5CtI0qwDJkDQGwXD1H1cLb
2,5116263,2017-04-27,global,7qiZfU4dY1lWllzX7mPBI3
3,5011731,2017-04-27,global,7KXjTSCq5nL1LoYtL7XAwS
4,3571216,2017-04-27,global,6RUKPb4LETWmmr3iAEQktW
6,3404771,2017-04-27,global,3eR23VReFzcdmS7TYCrhCe
10,3038735,2017-04-27,global,0KKkJNfGyhkQ5aFogxQAPU
12,2860876,2017-04-27,global,4aWmUDTfIPGksMNLV2rQP2
28,1746104,2017-04-27,global,3NdDpSvN911VPGivFlV5d0
49,1329162,2017-04-27,global,4iLqG9SeJSnt0cSPICSjxv
1,6851114,2017-04-28,global,5CtI0qwDJkDQGwXD1H1cLb
2,5414394,2017-04-28,global,7qiZfU4dY1lWllzX7mPBI3
3,5157721,2017-04-28,global,7KXjTSCq5nL1LoYtL7XAwS
4,3775808,2017-04-28,global,6RUKPb4LETWmmr3iAEQktW
6,3568398,2017-04-28,global,3eR23VReFzcdmS7TYCrhCe
9,3186546,2017-04-28,global,4aWmUDTfIPGksMNLV2rQP2
11,3166060,2017-04-28,global,0KKkJNfGyhkQ5aFogxQAPU
33,1775943,2017-04-28,global,3NdDpSvN911VPGivFlV5d0
50,1401433,2017-04-28,global,4iLqG9SeJSnt0cSPICSjxv
1,6888677,2017-04-29,global,5CtI0qwDJkDQGwXD1H1cLb
2,5423269,2017-04-29,global,7qiZfU4dY1lWllzX7mPBI3
3,4770842,2017-04-29,global,7KXjTSCq5nL1LoYtL7XAwS
5,3617143,2017-04-29,global,6RUKPb4LETWmmr3iAEQktW
7,3499088,2017-04-29,global,3eR23VReFzcdmS7TYCrhCe
8,3260756,2017-04-29,global,4aWmUDTfIPGksMNLV2rQP2
10,3150389,2017-04-29,global,0KKkJNfGyhkQ5aFogxQAPU
33,1703297,2017-04-29,global,3NdDpSvN911VPGivFlV5d0
43,1464811,2017-04-29,global,4iLqG9SeJSnt0cSPICSjxv
1,6312331,2017-04-30,global,5CtI0qwDJkDQGwXD1H1cLb
2,4881603,2017-04-30,global,7qiZfU4dY1lWllzX7mPBI3
3,4210771,2017-04-30,global,7KXjTSCq5nL1LoYtL7XAwS
5,3275587,2017-04-30,global,6RUKPb4LETWmmr3iAEQktW
7,3186100,2017-04-30,global,3eR23VReFzcdmS7TYCrhCe
9,2903369,2017-04-30,global,4aWmUDTfIPGksMNLV2rQP2
11,2837997,2017-04-30,global,0KKkJNfGyhkQ5aFogxQAPU
31,1544382,2017-04-30,global,3NdDpSvN911VPGivFlV5d0
38,1406112,2017-04-30,global,4iLqG9SeJSnt0cSPICSjxv
1,6360737,2017-05-01,global,5CtI0qwDJkDQGwXD1H1cLb
3,4801389,2017-05-01,global,7qiZfU4dY1lWllzX7mPBI3
4,4371886,2017-05-01,global,7KXjTSCq5nL1LoYtL7XAwS
5,3301169,2017-05-01,global,6RUKPb4LETWmmr3iAEQktW
6,3210075,2017-05-01,global,3eR23VReFzcdmS7TYCrhCe
9,2867730,2017-05-01,global,0KKkJNfGyhkQ5aFogxQAPU
10,2835999,2017-05-01,global,4aWmUDTfIPGksMNLV2rQP2
32,1594941,2017-05-01,global,4iLqG9SeJSnt0cSPICSjxv
33,1557009,2017-05-01,global,3NdDpSvN911VPGivFlV5d0
1,6658881,2017-05-02,global,5CtI0qwDJkDQGwXD1H1cLb
3,4857565,2017-05-02,global,7qiZfU4dY1lWllzX7mPBI3
4,4599290,2017-05-02,global,7KXjTSCq5nL1LoYtL7XAwS
5,3426148,2017-05-02,global,6RUKPb4LETWmmr3iAEQktW
6,3322045,2017-05-02,global,3eR23VReFzcdmS7TYCrhCe
9,2975988,2017-05-02,global,0KKkJNfGyhkQ5aFogxQAPU
12,2834217,2017-05-02,global,4aWmUDTfIPGksMNLV2rQP2
28,1793063,2017-05-02,global,4iLqG9SeJSnt0cSPICSjxv
36,1603594,2017-05-02,global,3NdDpSvN911VPGivFlV5d0
1,6801401,2017-05-03,global,5CtI0qwDJkDQGwXD1H1cLb
3,4948978,2017-05-03,global,7qiZfU4dY1lWllzX7mPBI3
4,4619696,2017-05-03,global,7KXjTSCq5nL1LoYtL7XAwS
5,3468968,2017-05-03,global,6RUKPb4LETWmmr3iAEQktW
6,3357602,2017-05-03,global,3eR23VReFzcdmS7TYCrhCe
9,3065387,2017-05-03,global,0KKkJNfGyhkQ5aFogxQAPU
12,2875073,2017-05-03,global,4aWmUDTfIPGksMNLV2rQP2
26,1873020,2017-05-03,global,4iLqG9SeJSnt0cSPICSjxv
35,1626896,2017-05-03,global,3NdDpSvN911VPGivFlV5d0
1,6841907,2017-05-04,global,5CtI0qwDJkDQGwXD1H1cLb
3,4972140,2017-05-04,global,7qiZfU4dY1lWllzX7mPBI3
4,4606521,2017-05-04,global,7KXjTSCq5nL1LoYtL7XAwS
5,3470726,2017-05-04,global,6RUKPb4LETWmmr3iAEQktW
6,3334106,2017-05-04,global,3eR23VReFzcdmS7TYCrhCe
9,3070097,2017-05-04,global,0KKkJNfGyhkQ5aFogxQAPU
11,2926402,2017-05-04,global,4aWmUDTfIPGksMNLV2rQP2
26,1870100,2017-05-04,global,4iLqG9SeJSnt0cSPICSjxv
35,1630669,2017-05-04,global,3NdDpSvN911VPGivFlV5d0
1,7376863,2017-05-05,global,5CtI0qwDJkDQGwXD1H1cLb
3,5264790,2017-05-05,global,7qiZfU4dY1lWllzX7mPBI3
4,4765857,2017-05-05,global,7KXjTSCq5nL1LoYtL7XAwS
5,3622415,2017-05-05,global,6RUKPb4LETWmmr3iAEQktW
7,3406527,2017-05-05,global,3eR23VReFzcdmS7TYCrhCe
8,3223518,2017-05-05,global,4aWmUDTfIPGksMNLV2rQP2
10,3182826,2017-05-05,global,0KKkJNfGyhkQ5aFogxQAPU
26,1926146,2017-05-05,global,4iLqG9SeJSnt0cSPICSjxv
37,1648743,2017-05-05,global,3NdDpSvN911VPGivFlV5d0
1,7307384,2017-05-06,global,5CtI0qwDJkDQGwXD1H1cLb
3,5282369,2017-05-06,global,7qiZfU4dY1lWllzX7mPBI3
4,4470417,2017-05-06,global,7KXjTSCq5nL1LoYtL7XAwS
5,3482658,2017-05-06,global,6RUKPb4LETWmmr3iAEQktW
7,3317417,2017-05-06,global,3eR23VReFzcdmS7TYCrhCe
8,3256972,2017-05-06,global,4aWmUDTfIPGksMNLV2rQP2
9,3171090,2017-05-06,global,0KKkJNfGyhkQ5aFogxQAPU
26,1959173,2017-05-06,global,4iLqG9SeJSnt0cSPICSjxv
38,1548622,2017-05-06,global,3NdDpSvN911VPGivFlV5d0
1,6257332,2017-05-07,global,5CtI0qwDJkDQGwXD1H1cLb
3,4588455,2017-05-07,global,7qiZfU4dY1lWllzX7mPBI3
4,3905939,2017-05-07,global,7KXjTSCq5nL1LoYtL7XAwS
5,3040136,2017-05-07,global,6RUKPb4LETWmmr3iAEQktW
7,2881045,2017-05-07,global,3eR23VReFzcdmS7TYCrhCe
8,2810674,2017-05-07,global,0KKkJNfGyhkQ5aFogxQAPU
10,2705118,2017-05-07,global,4aWmUDTfIPGksMNLV2rQP2
24,1814539,2017-05-07,global,4iLqG9SeJSnt0cSPICSjxv
37,1381561,2017-05-07,global,3NdDpSvN911VPGivFlV5d0
1,6785649,2017-05-08,global,5CtI0qwDJkDQGwXD1H1cLb
3,4746179,2017-05-08,global,7qiZfU4dY1lWllzX7mPBI3
4,4290937,2017-05-08,global,7KXjTSCq5nL1LoYtL7XAwS
5,3299136,2017-05-08,global,6RUKPb4LETWmmr3iAEQktW
6,3123951,2017-05-08,global,3eR23VReFzcdmS7TYCrhCe
9,2926859,2017-05-08,global,0KKkJNfGyhkQ5aFogxQAPU
11,2764159,2017-05-08,global,4aWmUDTfIPGksMNLV2rQP2
20,2131944,2017-05-08,global,4iLqG9SeJSnt0cSPICSjxv
40,1477399,2017-05-08,global,3NdDpSvN911VPGivFlV5d0
1,7045859,2017-05-09,global,5CtI0qwDJkDQGwXD1H1cLb
3,4855405,2017-05-09,global,7qiZfU4dY1lWllzX7mPBI3
4,4418367,2017-05-09,global,7KXjTSCq5nL1LoYtL7XAwS
5,3346499,2017-05-09,global,6RUKPb4LETWmmr3iAEQktW
7,3190227,2017-05-09,global,3eR23VReFzcdmS7TYCrhCe
9,2992639,2017-05-09,global,0KKkJNfGyhkQ5aFogxQAPU
12,2856626,2017-05-09,global,4aWmUDTfIPGksMNLV2rQP2
18,2296373,2017-05-09,global,4iLqG9SeJSnt0cSPICSjxv
42,1524364,2017-05-09,global,3NdDpSvN911VPGivFlV5d0
1,7065438,2017-05-10,global,5CtI0qwDJkDQGwXD1H1cLb
3,4842284,2017-05-10,global,7qiZfU4dY1lWllzX7mPBI3
4,4376258,2017-05-10,global,7KXjTSCq5nL1LoYtL7XAwS
5,3329542,2017-05-10,global,6RUKPb4LETWmmr3iAEQktW
7,3191874,2017-05-10,global,3eR23VReFzcdmS7TYCrhCe
9,3007807,2017-05-10,global,0KKkJNfGyhkQ5aFogxQAPU
12,2874772,2017-05-10,global,4aWmUDTfIPGksMNLV2rQP2
16,2366496,2017-05-10,global,4iLqG9SeJSnt0cSPICSjxv
42,1505940,2017-05-10,global,3NdDpSvN911VPGivFlV5d0
1,7137840,2017-05-11,global,5CtI0qwDJkDQGwXD1H1cLb
3,4784954,2017-05-11,global,7qiZfU4dY1lWllzX7mPBI3
4,4347383,2017-05-11,global,7KXjTSCq5nL1LoYtL7XAwS
5,3332441,2017-05-11,global,6RUKPb4LETWmmr3iAEQktW
7,3150240,2017-05-11,global,3eR23VReFzcdmS7TYCrhCe
9,2969939,2017-05-11,global,0KKkJNfGyhkQ5aFogxQAPU
11,2887015,2017-05-11,global,4aWmUDTfIPGksMNLV2rQP2
16,2370674,2017-05-11,global,4iLqG9SeJSnt0cSPICSjxv
43,1496916,2017-05-11,global,3NdDpSvN911VPGivFlV5d0
1,7631118,2017-05-12,global,5CtI0qwDJkDQGwXD1H1cLb
3,5057461,2017-05-12,global,7qiZfU4dY1lWllzX7mPBI3
4,4541535,2017-05-12,global,7KXjTSCq5nL1LoYtL7XAwS
6,3509797,2017-05-12,global,6RUKPb4LETWmmr3iAEQktW
7,3252222,2017-05-12,global,3eR23VReFzcdmS7TYCrhCe
9,3157079,2017-05-12,global,4aWmUDTfIPGksMNLV2rQP2
11,3085781,2017-05-12,global,0KKkJNfGyhkQ5aFogxQAPU
20,2427305,2017-05-12,global,4iLqG9SeJSnt0cSPICSjxv
46,1523305,2017-05-12,global,3NdDpSvN911VPGivFlV5d0
1,7601791,2017-05-13,global,5CtI0qwDJkDQGwXD1H1cLb
3,5043259,2017-05-13,global,7qiZfU4dY1lWllzX7mPBI3
4,4344323,2017-05-13,global,7KXjTSCq5nL1LoYtL7XAwS
6,3342166,2017-05-13,global,6RUKPb4LETWmmr3iAEQktW
